instrument_key,trading_symbol,isin,company_name,exchange,segment
NSE_EQ|INE586V01016,TCIEXP,INE586V01016,TCI EXPRESS LIMITED,NSE,NSE_EQ
NSE_EQ|INE738I01010,ECLERX,INE738I01010,ECLERX SERVICES LTD,NSE,NSE_EQ
NSE_EQ|INE400G01011,HRYNSHP,INE400G01011,HARIYANA SHIP BREAKERS L,NSE,NSE_EQ
NSE_EQ|INE0G1L01025,LEMERITE,INE0G1L01025,LE MERITE EXPORTS LIMITED,NSE,NSE_EQ
NSE_EQ|INE00OQ01016,DHARMAJ,INE00OQ01016,DHARMAJ CROP GUARD LTD,NSE,NSE_EQ
NSE_EQ|INE225B01021,FERMENTA,INE225B01021,FERMENTA BIOTECH LTD.,NSE,NSE_EQ
NSE_EQ|INE741L01018,DUCON,INE741L01018,DUCON INFRATECHNOLOGIES L,NSE,NSE_EQ
NSE_EQ|INE00LO01017,CRAFTSMAN,INE00LO01017,CRAFTSMAN AUTOMATION LTD,NSE,NSE_EQ
NSE_EQ|INE426Z01016,OBCL,INE426Z01016,OBCL LIMITED,NSE,NSE_EQ
NSE_EQ|INE0A0S01028,SIGMA,INE0A0S01028,SIGMA SOLVE LIMITED,NSE,NSE_EQ
NSE_EQ|INE0J5401028,HONASA,INE0J5401028,HONASA CONSUMER LIMITED,NSE,NSE_EQ
NSE_EQ|INE816B01035,FILATEX,INE816B01035,FILATEX INDIA LTD,NSE,NSE_EQ
NSE_EQ|INE835G01018,ALLDIGI,INE835G01018,ALLDIGI TECH LIMITED,NSE,NSE_EQ
NSE_EQ|INE467D01017,VIRAT,INE467D01017,VIRAT INDUSTRIES LTD.,NSE,NSE_EQ
NSE_EQ|INE007N01010,FEDFINA,INE007N01010,FEDBANK FINANCIAL SER L,NSE,NSE_EQ
NSE_EQ|INE00Y201027,FLAIR,INE00Y201027,FLAIR WRITING INDUST LTD,NSE,NSE_EQ
NSE_EQ|INE0BJS01011,GOCOLORS,INE0BJS01011,GO FASHION INDIA LTD,NSE,NSE_EQ
NSE_EQ|INE0Q9301021,IGIL,INE0Q9301021,INTL GEMOLOGICAL INST LTD,NSE,NSE_EQ
NSE_EQ|INE016A01026,DABUR,INE016A01026,DABUR INDIA LTD,NSE,NSE_EQ
NSE_EQ|INE380K01017,VIVOBIOT,INE380K01017,VIVO BIO TECH LTD.,NSE,NSE_EQ
NSE_EQ|INE569C01020,ORIENTCER,INE569C01020,ORIENT CERATECH LIMITED,NSE,NSE_EQ
NSE_EQ|INE0NAZ01010,SMARTWORKS,INE0NAZ01010,SMARTWORKS COWORKING SP L,NSE,NSE_EQ
NSE_EQ|INE839E01023,ODYCORP,INE839E01023,ODYSSEY CORPORATION LTD.,NSE,NSE_EQ
NSE_EQ|INE781A01025,INTENTECH,INE781A01025,INTENSE TECHNOLOGIES LTD,NSE,NSE_EQ
NSE_EQ|INE0HOQ01053,GROWW,INE0HOQ01053,BILLIONBRAINS GARAGE VN L,NSE,NSE_EQ
NSE_EQ|INE520H01022,BEARDSELL,INE520H01022,BEARDSELL LIMITED,NSE,NSE_EQ
NSE_EQ|INE199A01012,PGHL,INE199A01012,PROCTER & GAMBLE HEALTH L,NSE,NSE_EQ
NSE_EQ|INE09E501017,RVHL,INE09E501017,RAVINDER HEIGHTS LIMITED,NSE,NSE_EQ
NSE_EQ|INE139R01012,FUSION,INE139R01012,FUSION FINANCE LIMITED,NSE,NSE_EQ
NSE_EQ|INE898S01029,AURUM,INE898S01029,AURUM PROPTECH LIMITED,NSE,NSE_EQ
NSE_EQ|INE597I01028,SHARDAMOTR,INE597I01028,SHARDA MOTOR INDS LTD,NSE,NSE_EQ
NSE_EQ|INE596F01018,PTCIL,INE596F01018,PTC INDUSTRIES LIMITED,NSE,NSE_EQ
NSE_EQ|INE014B01011,TECILCHEM,INE014B01011,TECIL CHEMICALS,NSE,NSE_EQ
NSE_EQ|INE713T01028,APOLLO,INE713T01028,APOLLO MICRO SYSTEMS LTD,NSE,NSE_EQ
NSE_EQ|INE818A01017,ANTELOPUS,INE818A01017,ANTELOPUS SELAN ENRGY LTD,NSE,NSE_EQ
NSE_EQ|INE1WFC01025,SHANKESH,INE1WFC01025,SHANKESH JEWELLERS LTD,NSE,NSE_EQ
NSE_EQ|INE1B3O01011,SUNSHINE,INE1B3O01011,SUNSHINE PICTURES LIMITED,NSE,NSE_EQ
NSE_EQ|INE0LZF01039,CORDELIA,INE0LZF01039,WATERWAYS LEISURE TOUR L,NSE,NSE_EQ
NSE_EQ|INE18UN01038,GAJA,INE18UN01038,GAJA ALT ASSET MGT LTD,NSE,NSE_EQ
NSE_EQ|INE013820027,KSHITIJ-RE,INE013820027,KSHITIJ POLYLINE LTD,NSE,NSE_EQ
NSE_EQ|INE1KZI01025,TEMPSENS,INE1KZI01025,TEMPSENS INST (INDIA) LTD,NSE,NSE_EQ
NSE_EQ|INE16W401027,AUGMONT,INE16W401027,AUGMONT ENTERPRISES LTD,NSE,NSE_EQ
NSE_EQ|INE103001017,ANNU,INE103001017,ANNU PROJECTS LIMITED,NSE,NSE_EQ
NSE_EQ|INE748A01024,MBECL,INE748A01024,MCNALLY BHARAT ENGIN CO L,NSE,NSE_EQ
NSE_EQ|INE0LEG01024,HTEL,INE0LEG01024,HY-TECH ENGINEERS LIMITED,NSE,NSE_EQ
NSE_EQ|INE0PX301025,SKYWAYS,INE0PX301025,SKYWAYS AIR SERVICES LTD,NSE,NSE_EQ
NSE_EQ|INE899I01028,SYMBIOTEC,INE899I01028,SYMBIOTEC PHARMALAB LTD,NSE,NSE_EQ
NSE_EQ|INE05CZ20011,RATNA-RE,INE05CZ20011,RATNAVEER PRECISION LTD,NSE,NSE_EQ
NSE_EQ|INE741L20034,DUCON-RE1,INE741L20034,DUCON INFRATECH LTD,NSE,NSE_EQ
NSE_EQ|INE0DRI01029,ESDS,INE0DRI01029,ESDS SOFTWARE SOLUTION L,NSE,NSE_EQ
NSE_EQ|INE048C20025,VHLTD-RE1,INE048C20025,VICEROY HOTELS LTD,NSE,NSE_EQ
NSE_EQ|INE185Q01025,LUMINO,INE185Q01025,LUMINO INDUSTRIES LIMITED,NSE,NSE_EQ
NSE_EQ|INE15EH01014,PRIORITY,INE15EH01014,PRIORITY JEWELS LIMITED,NSE,NSE_EQ
NSE_EQ|INE887D01024,TCC,INE887D01024,TCC CONCEPT LIMITED,NSE,NSE_EQ
NSE_EQ|INE0I1B01016,PERNIASPOP,INE0I1B01016,PURPLE STYLE LABS LIMITED,NSE,NSE_EQ
NSE_EQ|INE903A20025,JAYKAY-RE1,INE903A20025,JAYKAY ENTERPRISES LTD,NSE,NSE_EQ
